A1,A2,A3,A4,A5,A6,E,xa1,ya1,za1,xa2,ya2,za2,xa3,ya3,za3,xn1,yn1,zn1,xn2,yn2,zn2,xn3,yn3,zn3,dx1,dy1,dz1,err1,dx2,dy2,dz2,err2,dx3,dy3,dz3,err3
-106.5,-80.7,71.4,48.1,78.3,98.1,5500,5702.5314,2005.9578,3012.6674,5485.3855,1926.0587,2649.0584,5222.4028,2257.2694,2732.9162,5702.365893,2006.074604,3012.638289,5485.309914,1926.115822,2648.982548,5222.336336,2257.368127,2732.711185,0.165507402,-0.116804097,0.029111389,0.20465427,0.075586154,-0.057122338,0.075851661,0.121365987,0.066463657,-0.098727026,0.205014555,0.237055713
-26.8,-27.6,106.1,72.5,-90.6,147.6,5500,3977.4191,183.4062,2082.9068,3584.2718,25.675,2162.3922,3423.4171,425.6956,2162.2947,3977.362566,183.6223337,2082.87366,3584.296128,25.71462881,2162.346546,3423.245896,425.656507,2162.28648,0.056534106,-0.21613367,0.033140359,0.225849843,-0.024327867,-0.039628806,0.04565428,0.065165947,0.171203692,0.039093003,0.008220283,0.17580256
-100.2,-109.5,119.4,77.2,45.4,168.1,5500,5098.7646,1651.2328,2447.2412,4947.9197,2053.5735,2480.9469,5270.0103,2152.1144,2750.1064,5098.815956,1651.226269,2447.162016,4947.950564,2053.54465,2480.843726,5270.007875,2152.138976,2750.009999,-0.051356095,0.006530583,0.079184297,0.094605761,-0.030863716,0.028849704,0.103173852,0.111488645,0.002424696,-0.024576037,0.09640133,0.099514206
-31.1,-87.3,108.1,86.5,-59.9,4.8,5500,3786.126,2095.901,2288.5344,3896.5911,1683.3843,2230.4467,3480.1354,1571.8247,2228.2578,3786.1328,2096.013565,2288.456923,3896.700919,1683.520134,2230.31924,3480.266235,1571.856652,2228.109369,-0.006799548,-0.112565177,0.077476847,0.136820374,-0.109818718,-0.135833948,0.127460083,0.216233867,-0.130834784,-0.031952391,0.148430945,0.200425651
-13.5,-74.8,89.5,100.3,-77.7,198.9,5500,2908.7457,1661.5345,1670.1797,2962.3265,2078.8957,1763.3474,3389.1663,2033.5343,1722.6538,2908.688161,1661.545802,1669.952897,2962.263476,2078.910788,1763.189833,3389.089916,2033.544594,1722.540759,0.057539224,-0.011301507,0.226803338,0.234261052,0.063023886,-0.015087722,0.157567442,0.170373555,0.076383886,-0.010293867,0.113040903,0.136816328
-16.9,-112,90.4,115.5,-76.2,224.2,5500,3644.7765,2807.1154,1532.4479,4048.8905,2931.0322,1616.6703,4192.2006,2539.5065,1506.8214,3644.841711,2807.295245,1532.329496,4048.997368,2931.062907,1616.554437,4192.161858,2539.499718,1506.667977,-0.065211435,-0.179844956,0.118403641,0.224980358,-0.106867837,-0.030706557,0.115862647,0.160585741,0.038742198,0.006781617,0.153422728,0.158383969
-20.7,-117,109.6,126.4,-70.4,127.4,5500,3904.2002,1793.3523,1367.4859,3660.1959,2110.496,1527.5956,4012.2569,2300.9012,1687.9126,3904.25914,1793.336284,1367.338478,3660.252823,2110.463445,1527.479051,4012.309092,2300.849768,1687.798058,-0.058939721,0.016016068,0.147421518,0.159572896,-0.056923318,0.032554638,0.11654882,0.133729937,-0.052191953,0.051432131,0.114542165,0.135974894
-60.8,-83.2,53.5,170.6,-78.4,231.4,5500,4153.9506,2681.8243,2776.5082,4529.8007,2498.9876,2671.3252,4333.8167,2274.6222,2359.6515,4154.091888,2681.872201,2776.556047,4529.831817,2498.879734,2671.269968,4333.676529,2274.632843,2359.617713,-0.141288053,-0.047900917,-0.047847453,0.156672239,-0.031117272,0.10786588,0.05523152,0.125115361,0.140171158,-0.010642537,0.033786686,0.144577859
-68.2,-93.2,65.8,-170.9,-68,226.4,6000,4746.307,2776.6761,2681.0593,5069.6802,2499.7058,2614.2063,4848.5854,2319.0288,2291.1511,4746.460785,2776.619216,2681.160728,5069.665879,2499.497503,2614.123174,4848.379215,2319.036023,2291.080636,-0.153784698,0.056883687,-0.101428259,0.192803472,0.014320606,0.208297333,0.083125953,0.224728242,0.206185425,-0.007223283,0.070463987,0.218013253
-74.7,-81.6,59.2,-167.3,-59.9,272.3,6000,5121.7948,2605.7856,3178.8225,5130.4212,2272.9808,2905.129,4733.7239,2373.6945,2769.5975,5121.857262,2605.708286,3178.863275,5130.365062,2272.930009,2905.114287,4733.678207,2373.801917,2769.633851,-0.062461638,0.077314042,-0.040774601,0.107431306,0.056138058,0.050790911,0.014712579,0.077121062,0.045693283,-0.107417458,-0.036351358,0.122261227
0,-65.4,112.5,-91.9,97.9,208.6,6000,3865.768,1644.5495,1090.0532,4004.3432,1238.4038,1129.7338,3597.3373,1103.6485,1175.2388,3865.865071,1644.580323,1090.067618,4004.298697,1238.35439,1129.702789,3597.24068,1103.72151,1175.187613,-0.097071208,-0.030823149,-0.014417528,0.102862777,0.044503447,0.049409628,0.031011142,0.07337274,0.096619891,-0.07301024,0.051186775,0.131476174
-16.1,-58.2,74.6,-85.4,77,37.3,6000,3065.9162,1609.6496,1929.8439,3232.0492,2005.0364,1972.4295,3628.3602,1844.9806,1915.8001,3065.889484,1609.637617,1929.803765,3232.018336,2005.035069,1972.438648,3628.340015,1844.98145,1915.829503,0.026715955,0.011982613,0.040135326,0.049680677,0.030863607,0.001331375,-0.009148083,0.032218352,0.020184811,-0.000850076,-0.029402985,0.035674707
-27.5,-89.3,89.1,-67.3,66.3,209.9,6000,4349.6289,2213.101,2097.561,4071.3473,1902.3069,1989.2964,3742.2034,2158.6464,2098.1229,4349.681798,2213.121013,2097.594805,4071.366449,1902.357108,1989.327395,3742.248151,2158.736421,2098.15301,-0.052897668,-0.02001283,-0.033805384,0.065889913,-0.019148806,-0.050207627,-0.030994937,0.062033609,-0.044751024,-0.09002074,-0.030109737,0.104942766
-49.8,-109.5,48.6,-13,99.8,180.9,6000,5338.8259,3026.5309,1481.192,4961.2205,2984.5945,1277.7112,4805.2603,3321.4697,1497.0165,5338.765297,3026.611871,1481.241139,4961.263202,2984.562767,1277.584631,4805.120514,3321.424072,1496.752238,0.060603344,-0.080971349,-0.04913939,0.112444672,-0.042702115,0.031733488,0.126569388,0.137296376,0.139785776,0.045628358,0.264261909,0.302417537
-67.6,-110.5,83.3,6.6,67.5,206.7,6000,5136.824,2260.3105,2029.972,4750.9791,2446.9582,1984.7681,4845.0313,2719.8047,2305.079,5136.854076,2260.33724,2030.010236,4750.987924,2446.877819,1984.602856,4844.860435,2719.799576,2304.903205,-0.030076371,-0.026739803,-0.038235796,0.055511992,-0.008823539,0.080380735,0.165243548,0.183968333,0.170865216,0.005123665,0.175794831,0.245203989
-23.3,17,17.9,63.5,-92.4,188,6000,3119.7406,16.2381,2453.2415,2887.9558,362.8239,2344.3253,3245.2372,557.2247,2201.4078,3119.826546,16.1768347,2453.156375,2887.962335,362.8188187,2344.372846,3245.209738,557.3424172,2201.454432,-0.085946226,0.061265295,0.085124732,0.135596497,-0.006535184,0.005081338,-0.047546107,0.048261381,0.027461798,-0.117717156,-0.046631736,0.129560789
-37,-97.5,100.8,122.5,-44.5,127.7,6000,4142.5802,1729.6221,2100.903,3897.025,2067.5317,2207.0646,4241.0941,2264.9235,2376.0728,4142.567366,1729.635709,2100.738389,3897.021425,2067.550583,2206.919478,4241.085395,2264.878711,2375.957306,0.012833779,-0.013609447,0.164611145,0.165670613,0.003574712,-0.018882845,0.145121939,0.146388925,0.008704761,0.044788732,0.115494407,0.124180359
-51,-108.4,117.2,123.4,-24,97.4,6000,4675.9805,1578.473,2298.2024,4312.7601,1809.5838,2277.7054,4510.2868,2138.1631,2474.9515,4675.924562,1578.578163,2298.113787,4312.761037,1809.761927,2277.6372,4510.368591,2138.280508,2474.913561,0.055937748,-0.105162645,0.088613146,0.148460443,-0.000937121,-0.178127032,0.068200022,0.190738986,-0.08179087,-0.117407681,0.037938787,0.148032637
-44.6,-112.3,109.2,132.7,-42.5,17.5,6000,4874.5258,2050.6261,2230.8646,4558.4472,1818.4108,2052.2106,4277.0834,2132.9911,2140.2883,4874.516885,2050.562159,2230.784545,4558.360723,1818.450596,2052.114768,4277.086726,2133.108336,2140.245922,0.008915114,0.063941242,0.08005538,0.102843695,0.086477171,-0.039795601,0.095832339,0.135077119,-0.003325945,-0.117236242,0.042378272,0.124704917
121,-6,56.2,-175,64.1,353.9,500,2384.8464,160.8289,-3760.3002,2773.1101,139.9029,-3574.3856,2747.8507,558.3746,-3473.7284,2384.846021,160.6535419,-3760.204342,2773.133707,140.0481534,-3574.300925,2747.610938,558.5508016,-3473.827584,0.000379118,0.175358084,-0.095857812,0.199848246,-0.02360713,-0.145253445,-0.084675067,0.169781409,0.239761575,-0.176201572,0.09918388,0.313639999
59.4,-99.3,103.1,-115.2,-77.5,260.6,500,41.8485,1827.2925,-2540.5686,302.0185,1752.36,-2205.2167,491.9576,2134.4797,-2266.7866,42.05815554,1827.308733,-2540.651856,302.1849509,1752.315837,-2205.297551,492.1304723,2134.467583,-2266.746938,-0.209655537,-0.016232588,0.083256026,0.226164778,-0.166450889,0.044162758,0.080850951,0.190244906,-0.172872287,0.012117172,-0.039662087,0.177777205
75.3,-93.6,109.3,-105.3,-59.1,329.8,500,744.5438,1466.8304,-2596.3454,966.2201,1834.8826,-2561.9736,747.1944,1998.2931,-2895.4057,744.6919286,1466.858987,-2596.427693,966.3327365,1834.887741,-2561.996917,747.3126281,1998.382696,-2895.451511,-0.148128631,-0.028586874,0.082292913,0.171847096,-0.112636519,-0.005141084,0.023317046,0.115139484,-0.11822813,-0.089596267,0.045810902,0.155254695
147.7,-73.7,98.4,-104.8,45,205,500,2704.4684,1903.7976,-2492.085,2670.7352,1477.1673,-2440.811,3087.8458,1456.81,-2333.5053,2704.461576,1903.746399,-2492.174409,2670.882048,1477.144276,-2440.819155,3087.975879,1456.892513,-2333.513465,0.006823747,0.051200613,0.089408606,0.103256792,-0.146848288,0.023023606,0.008155165,0.148865755,-0.13007915,-0.082512529,0.008165388,0.154258148
141.7,-35.5,20,-39.6,61.9,267.5,500,3166.2374,1560.4552,-2838.7354,3512.5395,1800.5555,-2929.156,3264.5225,2075.9424,-3149.4762,3166.210629,1560.458934,-2838.774577,3512.591564,1800.485802,-2929.10663,3264.679073,2075.904208,-3149.507355,0.026771272,-0.003734225,0.039177004,0.047597091,-0.052064334,0.069698412,-0.049370297,0.100029944,-0.156572641,0.03819198,0.031154682,0.164146987
114.6,-34.9,46.7,29.8,12.5,149.1,500,2211.7589,1025.5799,-3977.334,2581.5025,1032.1738,-3755.9666,2661.903,1430.0074,-3901.4117,2211.81728,1025.666136,-3977.359059,2581.512584,1032.044242,-3755.916483,2662.085316,1429.889325,-3901.238464,-0.058379841,-0.086236002,0.025058669,0.107111114,-0.01008352,0.129558248,-0.050116806,0.139279257,-0.182315532,0.118075213,-0.173236478,0.277833739
135.5,-41.2,61.4,64.4,-23.5,284.8,500,3468.9598,1465.7612,-3169.4152,3098.9745,1584.7893,-3355.6876,2961.9749,1176.1088,-3345.5105,3468.977819,1465.685782,-3169.341233,3099.073691,1584.939789,-3355.626788,2961.867467,1176.327596,-3345.534881,-0.018018656,0.075418435,-0.073966755,0.107161995,-0.099191055,-0.150489477,-0.060811533,0.190220899,0.107433034,-0.218795805,0.024380921,0.24496508
141.2,-62.4,96.6,74.8,-33.7,106.7,500,2574.2072,983.2292,-2693.602,2962.8183,878.7483,-2539.345,3111.1502,1268.7956,-2647.7796,2574.202568,983.383902,-2693.606154,2962.780469,878.7512624,-2539.293996,3111.218149,1268.761309,-2647.692151,0.004632043,-0.154702021,0.00415374,0.15482708,0.037831474,-0.002962447,-0.051003761,0.063571851,-0.067949085,0.034291176,-0.087448569,0.115931942
130.6,-54.2,75.5,84.8,-23.2,127.9,500,2575.0482,1124.9661,-3232.527,2966.7268,1295.3259,-3174.8585,2828.6156,1669.2871,-3339.093,2575.009143,1124.957463,-3232.429301,2966.710029,1295.238524,-3174.74326,2828.69297,1669.218154,-3339.005266,0.039057117,0.008636614,-0.097699264,0.105570809,0.016771054,0.087376038,-0.115239902,0.145588719,-0.077370127,0.068946102,-0.087733989,0.135782747
70.8,-63.5,73.7,86.8,69.3,350.4,500,359.2647,2221.9313,-3527.8441,315.8617,1793.8376,-3503.2767,587.4467,1785.2161,-3168.5184,359.381113,2221.857168,-3527.776926,315.9757848,1793.756563,-3503.218272,587.5491049,1785.085861,-3168.458515,-0.116412989,0.074132179,-0.067174202,0.153492467,-0.11408483,0.0810367,-0.058428223,0.151644823,-0.102404881,0.130239113,-0.059885426,0.176168245
101.3,-13.3,36.4,105.5,36,97.3,500,1899.5037,387.9226,-4195.5912,2178.3128,620.1037,-3962.9604,2061.1904,975.6582,-4176.8734,1899.640729,387.8879218,-4195.498779,2178.42099,620.1522066,-3962.929653,2061.228161,975.6617123,-4176.871735,-0.137029492,0.034678199,-0.092421042,0.168882528,-0.108189981,-0.048506598,-0.030747495,0.122488246,-0.037761074,-0.003512285,-0.001665415,0.037960617
89.2,-57.1,90.3,116.4,55.8,311.5,500,1187.7959,1689.4946,-3629.704,1151.3715,1261.7419,-3667.8105,1443.63,1208.7,-3355.2685,1187.800737,1689.494695,-3629.651237,1151.386886,1261.737694,-3667.752146,1443.661741,1208.682793,-3355.257747,-0.004837192,-9.48241E-05,-0.052763421,0.052984771,-0.015385787,0.004206071,-0.05835436,0.060494998,-0.031741227,0.017207282,-0.0107535,0.03767272
92.7,-10,42.8,119.7,63.6,316.2,500,1447.4276,899.1362,-4144.9446,1487.9234,471.9414,-4185.463,1740.4254,462.38,-3836.1247,1447.515126,898.9519975,-4144.877862,1488.058882,471.7852854,-4185.359255,1740.59768,462.3089743,-3836.036337,-0.087525651,0.184202487,-0.066738009,0.214581587,-0.135482115,0.156114627,-0.103744626,0.231279329,-0.17228037,0.07102571,-0.088362503,0.206235567
148.1,-41.8,25,129.6,-69.1,87.1,500,3142.7753,1786.1902,-2556.9275,3519.912,1979.2093,-2636.0816,3312.864,2307.3327,-2824.1231,3142.781891,1786.288693,-2556.847665,3519.863851,1979.39034,-2636.052221,3312.745527,2307.451655,-2824.124958,-0.006590826,-0.098493473,-0.079834823,0.126956694,0.048149289,-0.181040153,-0.029378679,0.189623305,0.118473331,-0.118955093,0.001858217,0.167897878
101.1,-0.9,47.8,141.6,77.6,186,500,2075.0852,502.4761,-3511.3386,1781.2081,647.2952,-3791.3412,1799.4826,273.0283,-4004.6102,2075.152316,502.6175209,-3511.210314,1781.238864,647.1864033,-3791.331495,1799.710336,272.834967,-4004.428981,-0.0671162,-0.141420878,-0.128285535,0.202389791,-0.030763917,0.108796676,-0.009705307,0.113478316,-0.227736138,0.193333012,-0.18121948,0.349402207
139.9,-47.5,15.4,142.2,-65.3,354.3,500,2649.6771,2593.4211,-2937.2133,2947.7129,2338.1264,-2759.0015,3246.6849,2642.2048,-2822.587,2649.611257,2593.324318,-2937.151513,2947.763919,2338.19043,-2758.923825,3246.606517,2642.378207,-2822.592734,0.065842787,0.096781943,-0.06178711,0.132361868,-0.051019094,-0.06403034,-0.077675125,0.112855028,0.078383144,-0.173407004,0.005733786,0.190385879
128.1,-60.6,65.8,149.2,-26.9,302.5,500,2554.2236,1900.9187,-3366.5454,2456.3845,1521.0385,-3188.0308,2849.212,1502.5241,-3011.3483,2554.180463,1900.946555,-3366.502022,2456.418653,1521.058079,-3187.952056,2849.277954,1502.613632,-3011.282437,0.043137427,-0.027854791,-0.043377604,0.067218625,-0.034152567,-0.019579114,-0.078744494,0.088036555,-0.065954365,-0.089531605,-0.065863187,0.12924336
135.9,-25.1,111.6,-149.4,99.3,1.3,1000,2553.9834,153.8727,-2584.6722,2968.7974,175.8449,-2469.7633,2924.1051,596.7758,-2387.6431,2554.046826,153.719649,-2584.630541,2968.848712,175.9789117,-2469.75732,2923.90221,596.8657983,-2387.753512,-0.063426412,0.153050981,-0.041659056,0.170830295,-0.051312209,-0.134011651,-0.005979712,0.143623892,0.202890199,-0.089998277,0.110412336,0.247901204
125.9,17,16.8,-147.3,45.4,347.5,1000,3038.1806,-254.3044,-3844.9369,3442.5359,-148.5757,-3739.6754,3329.2892,266.9823,-3721.0133,3038.395176,-254.4587153,-3844.890814,3442.671362,-148.37688,-3739.723872,3329.168734,267.1520334,-3721.171116,-0.214576179,0.154315288,-0.046086402,0.268291075,-0.135461578,-0.198819953,0.048471794,0.245415419,0.120466487,-0.169733443,0.157816309,0.261204142
87.3,-102.4,85,-136.5,-51.1,296.6,1000,1241.8559,2510.3593,-2820.0812,1560.7645,2380.1557,-2561.0064,1755.3757,2762.0297,-2608.0355,1241.939271,2510.252424,-2820.114614,1560.835114,2380.132054,-2561.025662,1755.351404,2762.022619,-2608.089648,-0.083371311,0.106875786,0.033413889,0.139605505,-0.070614278,0.023645784,0.019262092,0.076918967,0.024295697,0.00708086,0.054148017,0.059769785
85.3,-111.1,109.9,-131.7,-50.7,241,1000,1272.5275,2012.6942,-2674.7905,1334.9432,1692.1338,-2393.5248,1697.0348,1882.1341,-2256.7828,1272.61182,2012.498792,-2674.848634,1335.077032,1691.980467,-2393.566841,1697.120402,1882.057014,-2256.863531,-0.084319772,0.19540835,0.058134217,0.220621473,-0.133832188,0.153333373,0.042041228,0.207821179,-0.085602346,0.077086141,0.080730869,0.140668077
143.9,-15.7,55.9,-124,71.4,269,1000,3325.705,770.4551,-3005.6613,3598.4382,442.7354,-3068.6413,3932.4658,709.4631,-3012.2639,3325.720809,770.5667337,-3005.742664,3598.50113,442.8682008,-3068.64652,3932.497909,709.6373671,-3012.315533,-0.015808768,-0.111633719,0.081364174,0.139040042,-0.062930168,-0.132800789,0.005219617,0.147049312,-0.032108908,-0.174267115,0.05163346,0.184569834
105,-97.5,108,-112.8,-14.2,163.4,1000,2062.0713,2222.9483,-2977.425,1792.9101,1888.5832,-3016.4694,2064.6913,1642.8643,-2789.231,2062.001021,2223.073068,-2977.501277,1792.957582,1888.638151,-3016.503997,2064.824497,1642.994918,-2789.261621,0.070279499,-0.124767826,0.076276715,0.162247822,-0.047482498,-0.054950633,0.034596554,0.080443031,-0.133197409,-0.130617859,0.030621069,0.189050852
57,-115.5,104.7,-109.9,-74.1,311,1000,674.7436,2173.3605,-2201.7754,1017.0729,2346.2139,-2005.0456,937.5295,2723.6978,-2197.565,674.816476,2173.449529,-2201.836244,1017.08998,2346.278175,-2005.02815,937.5615855,2723.802199,-2197.497538,-0.072875951,-0.089028971,0.060844365,0.130150293,-0.017080077,-0.064274532,-0.017449707,0.068756358,-0.032085509,-0.104398586,-0.067462085,0.128373196
36.9,-100.3,94.4,-102,-97,147.7,1000,238.2246,2736.2796,-2037.4365,-2.3093,2399.5796,-2157.9949,212.549,2147.006,-1882.3823,238.1286527,2736.369299,-2037.342119,-2.308999589,2399.608168,-2157.915353,212.5795023,2147.07861,-1882.335806,0.095947313,-0.089698537,-0.094380998,0.161738948,-0.000300411,-0.028567611,-0.079547392,0.084522105,-0.030502297,-0.072610433,-0.046493698,0.091456706
141.1,-21.5,40.4,-90.5,48.8,143.5,1000,3744.6937,1188.5393,-3334.1274,3407.4452,925.2394,-3282.1985,3675.5577,595.9267,-3207.5857,3744.688376,1188.713665,-3334.25586,3407.522665,925.3186971,-3282.323146,3675.758334,596.1145132,-3207.711285,0.0053238,-0.174364781,0.128459739,0.216641003,-0.077465163,-0.079297087,0.124645923,0.166809729,-0.200634491,-0.187813182,0.125584864,0.302158151
109.3,-45.3,63.6,-88.9,-12.2,114.6,1000,2734.3856,1560.3456,-3888.7783,2382.6755,1356.993,-4032.617,2502.6109,1000.1524,-3822.4626,2734.482753,1560.503155,-3888.843387,2382.822738,1357.052286,-4032.703231,2502.858868,1000.248376,-3822.528998,-0.097152765,-0.157554702,0.065086876,0.196210206,-0.147237952,-0.059285552,0.086231075,0.180636622,-0.247967561,-0.095975977,0.066398304,0.27405845
124,-107.7,115.6,-82.3,11.1,133.5,1000,2443.5699,2373.3542,-2547.7541,2165.1982,2049.8138,-2607.1302,2449.5768,1773.5496,-2437.7987,2443.535239,2373.442016,-2547.892922,2165.139707,2049.829063,-2607.248289,2449.603095,1773.608306,-2437.915435,0.034660942,-0.087816343,0.138822043,0.167882848,0.058492942,-0.015262822,0.118088524,0.132662269,-0.026295254,-0.058706358,0.116734761,0.133284962
140.6,-16.3,16.4,-70.5,60,216.6,1000,3306.7338,1236.2066,-3298.3811,3628.3031,952.418,-3255.3975,3909.9531,1251.1206,-3387.0587,3306.624432,1236.336899,-3298.489003,3628.213272,952.6275853,-3255.538459,3909.810752,1251.38241,-3387.224984,0.109368356,-0.130298954,0.107903254,0.201450656,0.089827607,-0.209585264,0.140959037,0.268075422,0.142347803,-0.26180981,0.166283933,0.341258875
122.7,-78.2,91.7,-66.8,15.8,283.6,1000,2541.3024,1527.4846,-3037.1496,2911.3409,1745.6991,-3001.9995,2726.6693,2089.1249,-3186.018,2541.276517,1527.601059,-3037.28115,2911.28756,1745.787893,-3002.080393,2726.669181,2089.222039,-3186.090962,0.02588307,-0.116459013,0.131550452,0.177589855,0.053340139,-0.088793335,0.080892633,0.131426956,0.000118788,-0.097138989,0.072961878,0.121488407
99.8,-52.9,98.5,-35.7,-46,125.6,1000,1914.9677,1192.956,-3647.8041,1963.9391,772.213,-3568.2913,2315.9839,857.087,-3334.3,1915.08269,1193.067428,-3647.766942,1963.914413,772.2870632,-3568.319296,2315.969766,856.9882424,-3334.281504,-0.114990251,-0.111427833,-0.03715823,0.164376562,0.024686856,-0.074063191,0.027996284,0.082937259,0.014133764,0.098757554,-0.018495708,0.101463831
117.2,-51.4,73.9,2.9,-5.3,355.5,1000,3073.3169,1472.002,-3568.4165,2690.7253,1483.7816,-3766.5435,2621.3823,1072.374,-3657.8048,3073.406782,1471.912505,-3568.304453,2690.879544,1483.925556,-3766.497373,2621.323901,1072.50915,-3657.916759,-0.089882327,0.089495147,-0.112047273,0.169241855,-0.154244365,-0.143955712,-0.046126541,0.21596812,0.058398944,-0.135150081,0.11195888,0.184961541
128.4,-64.5,102.5,33.6,-38.9,360,1000,3018.3748,1610.787,-3028.8758,2645.54,1422.8269,-3135.7998,2816.2741,1035.8755,-3052.2606,3018.372559,1610.699595,-3028.835573,2645.457742,1422.943624,-3135.768156,2816.014518,1035.864778,-3052.272915,0.002241146,0.087405335,-0.040226627,0.096243944,0.082258498,-0.116723925,-0.031643555,0.146260896,0.259581616,0.01072174,0.012315,0.260094656
146.3,-100.5,112.4,110.4,-38.7,257.7,1000,3145.8924,1937.8834,-2074.3486,2737.9782,1964.5329,-2210.8447,2662.5858,1566.0887,-2064.344,3145.965717,1937.751616,-2074.258403,2738.046936,1964.430391,-2210.801014,2662.59073,1566.020226,-2064.280512,-0.073317473,0.13178425,-0.090197014,0.175721489,-0.068736328,0.102508557,-0.043685928,0.130924204,-0.004930229,0.068474012,-0.063488211,0.093508024
72.8,-26.6,52.2,-81.8,-74.7,90.4,1500,1515.2533,1368.0409,-3731.604,1299.5008,1171.0376,-4048.4803,1414.2354,787.4067,-3888.5981,1515.239073,1368.012603,-3731.724456,1299.514193,1170.974813,-4048.570341,1414.359874,787.3865086,-3888.677197,0.014226513,0.028297482,0.120456297,0.124550635,-0.013392627,0.062786935,0.090041464,0.110584931,-0.124474109,0.02019144,0.079096765,0.148854951
99.4,-87,58.5,20,62.7,232.8,1500,2357.824,2509.8649,-2695.8899,2571.5637,2863.6786,-2817.8536,2246.7916,2969.5971,-3080.9408,2357.686426,2509.864914,-2695.859911,2571.56989,2863.650305,-2817.687772,2246.934448,2969.697125,-3080.854426,0.137574292,-1.40627E-05,-0.029989347,0.140804996,-0.006189888,0.028294684,-0.165827981,0.168338419,-0.142848356,-0.100024941,-0.086373811,0.194604925
122.8,-58.7,83,87.5,-21.5,47.1,1500,2931.4929,1339.2205,-3482.2492,3156.254,1013.0233,-3312.4337,3518.2718,1244.8526,-3345.4607,2931.582193,1339.042986,-3482.191496,3156.299642,1012.862458,-3312.305691,3518.345445,1244.646195,-3345.327,-0.089292733,0.177514446,-0.057703591,0.206916107,-0.045641971,0.160842063,-0.128008621,0.210569622,-0.073645159,0.206405063,-0.133699582,0.256714312
72.3,4.5,10,89.6,71.4,0.4,1500,1215.639,719.0646,-4252.7387,1247.4298,302.4776,-4146.726,1499.0287,406.3474,-3812.3539,1215.622492,718.897767,-4252.705541,1247.467006,302.3558455,-4146.703856,1499.051117,406.3262572,-3812.358388,0.016508254,0.166833039,-0.033159179,0.170895631,-0.037206134,0.121754464,-0.022143923,0.129223834,-0.022416878,0.021142761,0.004487731,0.031139565
139.3,-34,39.6,99.7,-54.7,358.3,1500,3748.6137,1781.7678,-3330.8491,3751.5016,1359.2164,-3246.0959,4180.4867,1353.2708,-3288.6644,3748.521025,1781.774625,-3330.846186,3751.410953,1359.219688,-3246.021753,4180.413492,1353.263281,-3288.603033,0.092675355,-0.006825396,-0.002914109,0.092972036,0.090647286,-0.003288421,-0.074147458,0.117156262,0.073207726,0.007519311,-0.061366646,0.095821586
78.8,-40.8,59.2,100.5,58.4,318.4,1500,1629.0846,1816.425,-4009.9405,1518.1021,1412.8074,-4112.4734,1798.4378,1261.5517,-3821.9509,1629.081382,1816.48393,-4009.870947,1518.071727,1412.864771,-4112.454235,1798.442764,1261.557286,-3821.952859,0.003217851,-0.058929935,-0.069553309,0.09121817,0.030372796,-0.057370726,-0.019164776,0.06768453,-0.004964462,-0.005585864,0.001959157,0.007725675
100.3,-5.7,58,158.1,58.4,338.6,1500,2340.3168,61.6894,-4110.5809,2659.0286,-182.8496,-3954.3226,2862.8088,170.8358,-3815.5481,2340.386127,61.33211759,-4110.498068,2659.185612,-182.9878813,-3954.206907,2862.845426,170.8431422,-3815.581036,-0.069326656,0.357282408,-0.082832113,0.37325335,-0.157012234,0.138281288,-0.1156928,0.23908028,-0.036625944,-0.007342151,0.032936136,0.049801165
91.3,-114.7,62.6,-167.9,-75.8,297.2,2000,2018.186,3296.6876,-2061.1621,2225.5991,2972.3883,-1867.3055,2591.0606,3200.9762,-1875.239,2018.047404,3296.593287,-2061.102412,2225.609621,2972.415094,-1867.250616,2591.00024,3201.142857,-1875.236145,0.138595525,0.094312542,-0.059688438,0.177950231,-0.010521264,-0.026794193,-0.054883918,0.061974755,0.060359883,-0.166656737,-0.002855121,0.177273617
52,-61.8,91.8,-98.4,-78.9,65,2000,1327.6184,1531.7947,-2762.5565,1026.6064,1505.5538,-3069.8884,976.3315,1085.782,-2985.298,1327.60861,1531.684533,-2762.665308,1026.567443,1505.497643,-3069.978437,976.3153857,1085.707959,-2985.446476,0.009789778,0.110166748,0.108807974,0.15515066,0.038957266,0.056156904,0.09003713,0.1130396,0.016114323,0.074041185,0.148476466,0.166694419
70.8,-75.6,108,-80.9,-53.4,162.4,2000,1702.8441,1573.5271,-3279.2289,1736.478,1164.723,-3146.9889,2092.0991,1265.4557,-2924.9937,1702.851306,1573.559753,-3279.345681,1736.565033,1164.740095,-3147.116426,2092.179029,1265.509405,-2925.134415,-0.007206108,-0.032652663,0.116780601,0.121473591,-0.087033126,-0.017095026,0.127526314,0.15533823,-0.079929103,-0.053705264,0.140714806,0.170509746
150,-113.9,74.1,-48.6,82.3,157.4,2000,2891.4445,3072.6598,-1711.8545,3078.6695,2727.2818,-1534.6379,3465.5731,2910.7636,-1584.9455,2891.644992,3072.691383,-1711.932319,3078.741325,2727.271603,-1534.635932,3465.694548,2910.678288,-1584.834093,-0.200491583,-0.03158278,0.077818956,0.217370966,-0.071825387,0.010196921,-0.001968021,0.072572284,-0.121447827,0.085311605,-0.111406902,0.185577861
