A1,A2,A3,A4,A5,A6,E,xa1,ya1,za1,xa2,ya2,za2,xa3,ya3,za3,xn1,yn1,zn1,xn2,yn2,zn2,xn3,yn3,zn3,dx1,dy1,dz1,err1,dx2,dy2,dz2,err2,dx3,dy3,dz3,err3
-143,-66.6,119.7,115.1,68,212.3,2000,3430.5122,1252.7509,2434.0758,3860.3015,1258.4031,2465.7871,3868.3278,828.2107,2438.3297,3430.669398,1252.948768,2434.078729,3860.46122,1258.353368,2465.746691,3868.226974,828.1452755,2438.324757,-0.157197895,-0.197868221,-0.002929193,0.252728296,-0.159720448,0.049731983,0.040409271,0.172095325,0.100826011,0.065424519,0.00494289,0.120294158
-101.3,-95.3,82.7,155.5,-49,53.1,2000,2948.5187,2086.1098,2611.6575,2671.1818,2238.4163,2904.3093,2934.4997,2571.0529,2981.212,2948.415656,2086.046005,2611.773601,2671.17376,2238.543148,2904.406261,2934.626713,2571.08817,2981.201468,0.103044392,0.063795174,-0.116100929,0.167831453,0.008040025,-0.126848005,-0.096960798,0.159863863,-0.127013091,-0.035269574,0.010532237,0.132239163
-107.2,-74.6,18.9,-175,-98.4,38.6,2500,3190.1952,2831.1931,2370.0537,2912.4797,3044.9441,2620.9308,3236.965,3279.5184,2780.8494,3190.104026,2831.159477,2370.0294,2912.50636,3045.064405,2620.899979,3237.114407,3279.498496,2780.777674,0.091173772,0.033623036,0.024299878,0.100168105,-0.026660139,-0.120304547,0.030821499,0.127019336,-0.149406703,0.019904252,0.071725935,0.166922592
-141.7,-43.6,13.9,-126.6,-96.5,0,2500,4470.5858,2035.2244,2529.2998,4176.5725,2335.665,2624.3527,4454.9513,2522.9025,2895.1544,4470.472017,2035.15839,2529.336149,4176.529106,2335.712515,2624.308981,4454.934893,2522.899977,2895.125774,0.113782759,0.066009564,-0.036349355,0.13647364,0.043394169,-0.04751548,0.043719073,0.07779545,0.016406642,0.002522901,0.028625844,0.033090511
-143,-114.9,113.7,70.9,56.3,356.3,2500,3873.7578,2421.2222,2138.1227,3992.1924,2020.4032,2032.8944,3577.8789,1908.3623,1991.9334,3873.733156,2421.198746,2138.072328,3992.263319,2020.404309,2032.856701,3577.968857,1908.281345,1991.864196,0.024643731,0.023454355,0.050371753,0.060784322,-0.070918629,-0.001108971,0.037698881,0.080323642,-0.089956744,0.080955137,0.0692041,0.139410034
-58.1,-39.9,82.4,93.7,-84.8,202.3,2500,1841.4442,576.1745,3144.4351,1797.9885,978.4473,3292.8802,2032.9599,1125.962,2962.8509,1841.463777,576.076186,3144.327169,1797.983054,978.3042948,3292.910527,2032.973497,1125.949917,2962.954184,-0.019577447,0.098313968,0.107930937,0.14730241,0.005445761,0.143005197,-0.030326934,0.146286929,-0.013597375,0.012083119,-0.103283617,0.104873237
-56,-56.4,52.5,116.4,-90.9,190.1,2500,1487.0668,1782.4054,3188.8064,1699.4601,2156.7573,3211.0921,1901.0421,2064.7944,2841.2236,1487.033192,1782.447529,3188.752697,1699.51417,2156.762159,3211.05305,1901.08601,2064.758015,2841.195241,0.033608438,-0.042129292,0.053703271,0.076081835,-0.054070363,-0.004858745,0.03904975,0.066873721,-0.043909738,0.036385009,0.028359207,0.063688136
-95.3,-75.4,37.6,162.3,-97.3,17.8,2500,3203.7316,2459.4374,2432.9065,2836.6021,2428.2679,2656.5179,3007.0648,2669.4104,2970.6616,3203.769789,2459.304725,2432.903717,2836.658055,2428.252256,2656.548168,3007.215651,2669.383371,2970.644631,-0.038189225,0.13267456,0.002783287,0.138089473,-0.05595459,0.015643856,-0.030268282,0.065511948,-0.150851341,0.027028946,0.016968798,0.154190244
-114.2,-67.3,20.5,-155.2,-86.6,199.6,3000,3722.229,3173.1303,3075.0798,4068.2928,2946.3819,2954.2193,3814.8793,2677.2421,2732.3132,3722.553439,3173.170594,3075.048443,4068.416994,2946.205582,2954.145071,3814.779099,2677.228675,2732.312092,-0.324438673,-0.040294109,0.031357183,0.328431637,-0.124193539,0.17631777,0.074229428,0.228083316,0.100201424,0.013425317,0.001108184,0.101102881
-140.9,-116.2,56.7,-143.3,-100,208.9,3000,3689.9007,3378.3055,1566.2059,3945.623,3102.2725,1356.0419,3600.8324,2871.3822,1239.0172,3690.125855,3378.277538,1566.145673,3945.668762,3102.089894,1355.977697,3600.716335,2871.391661,1239.029942,-0.225154753,0.027961852,0.060226613,0.234741928,-0.045761603,0.182605949,0.064202931,0.198899656,0.116064994,-0.009461351,-0.012742015,0.117145034
-69.5,-95.4,73.3,-40,82.7,190.1,3000,3073.356,2413.3813,2322.5855,2703.6304,2195.8569,2364.3564,2600.2565,2436.7174,2706.7013,3073.328195,2413.416581,2322.773016,2703.579044,2195.914335,2364.394136,2600.054975,2436.744098,2706.70169,0.02780519,-0.035280838,-0.187516222,0.192821679,0.051355697,-0.057435039,-0.037736155,0.085791659,0.201525109,-0.026697737,-0.000389673,0.203286228
-99,-98.7,54.2,1.9,84.5,13.2,3000,3187.0187,3099.1089,2500.7334,3592.6619,3013.6977,2382.7042,3452.0261,2694.7012,2129.021,3186.855871,3099.195265,2500.61254,3592.568531,3013.928812,2382.804814,3452.19203,2694.855087,2129.078696,0.162828975,-0.086364826,0.120860465,0.220407373,0.093368693,-0.231112431,-0.10061368,0.268800634,-0.1659301,-0.153887282,-0.057695808,0.233544214
-108.4,-89.7,60.7,10.5,70.3,184,3000,3846.1933,2416.4691,2573.7751,3441.1189,2507.6281,2689.3049,3584.7996,2823.574,2945.0899,3846.303926,2416.567675,2573.890624,3441.131576,2507.596618,2689.220807,3584.591499,2823.606374,2945.048333,-0.11062583,-0.098575178,-0.115523605,0.187885186,-0.012675586,0.031481996,0.084093039,0.090683106,0.208101392,-0.032373875,0.041566815,0.214667318
-51,-57.8,116.1,84.1,-81.4,23.7,3000,2380.1929,1154.6386,2589.0793,2546.4844,801.7748,2405.7864,2269.5604,556.085,2626.7891,2380.136977,1154.700878,2589.167496,2546.525399,801.9584218,2405.752377,2269.679805,556.0972822,2626.65848,0.055923103,-0.062278459,-0.088196034,0.121591695,-0.04099879,-0.18362184,0.034023192,0.191194819,-0.119404686,-0.012282167,0.13061971,0.177397405
-98.6,-114.8,61.8,-171.4,-79.4,224.4,3500,3622.1184,3443.7585,2061.6807,3900.8627,3146.8073,1920.7724,3572.3054,2898.0361,1794.0817,3622.303451,3443.831678,2061.644884,3900.845051,3146.684746,1920.683199,3572.107688,2898.118455,1794.045448,-0.185050725,-0.073178347,0.035815675,0.202191998,0.017648676,0.122553675,0.089201195,0.152603185,0.197712301,-0.082355,0.036251538,0.217224939
-121.2,-111,86.2,-143.5,-65.5,234,3500,4340.8079,2760.7808,2413.9653,4350.5855,2385.5732,2202.1307,3922.1823,2400.1543,2155.846,4341.12363,2760.69556,2413.953223,4350.668555,2385.483787,2202.109312,3922.249819,2400.261584,2155.951716,-0.315729707,0.085239672,0.012077294,0.327256644,-0.083054938,0.089413078,0.021387825,0.123896168,-0.067518785,-0.107284317,-0.105716308,0.165059531
-139.6,-105.2,101.6,-110,-71.6,138.4,3500,4440.8726,2536.1206,2265.0484,4786.6818,2281.7732,2303.2085,4570.5229,1959.156,2115.9149,4440.821868,2536.181103,2265.074883,4786.581812,2281.736191,2303.321927,4570.338953,1959.158737,2116.036308,0.050732496,-0.060503224,-0.026482729,0.083281217,0.099988179,0.037008931,-0.113427314,0.15566969,0.183946847,-0.002736933,-0.121407955,0.220417388
-107.6,-114.2,94.4,20.4,55.4,115.7,3500,4201.2512,2377.2639,2416.0264,3884.4413,2136.1054,2250.9737,3592.2351,2409.1299,2412.0961,4201.247793,2377.35689,2416.115348,3884.578934,2136.096088,2250.989855,3592.222032,2409.031487,2412.000966,0.003406921,-0.092990432,-0.088948445,0.128727049,-0.13763409,0.009312051,-0.016155165,0.138891491,0.013067928,0.098413079,0.095133591,0.1375002
-48.9,-68.2,95.3,98,-73.4,283.5,3500,2305.9175,1577.355,2992.9622,2654.245,1657.612,2752.1605,2655.6575,1248.1535,2617.1218,2305.820208,1577.320024,2992.940902,2654.158698,1657.779115,2752.235434,2655.735857,1248.364732,2617.060637,0.097292435,0.034975793,0.021297778,0.10555908,0.086302389,-0.167114748,-0.074934022,0.202461229,-0.078357195,-0.211232197,0.061163465,0.233452052
-42.6,-51.2,74.9,98.9,-83.9,187,3500,1926.3494,1142.2929,2898.5128,1885.3247,1549.0072,3035.1062,2214.075,1667.3547,2782.5238,1926.352237,1142.223384,2898.35683,1885.290853,1548.896748,3035.060405,2214.058964,1667.33663,2782.524961,-0.002836592,0.069516024,0.155969791,0.17078378,0.033847391,0.110452338,0.045794805,0.124267973,0.016036116,0.018069743,-0.001160818,0.024187189
-42.4,-64.3,80.3,109.9,-83.9,177.2,3500,2029.575,1332.269,2658.3656,2029.5427,1715.6118,2855.3591,2366.2331,1838.9758,2615.9652,2029.468252,1332.253276,2658.275824,2029.482342,1715.575402,2855.307006,2366.207133,1838.962983,2615.969387,0.106748246,0.015724264,0.089775955,0.140364392,0.060358306,0.036398397,0.052094008,0.087645616,0.025967205,0.012817444,-0.004187261,0.029259455
-56.5,-102.8,101.9,129.4,-71.3,30.5,3500,3191.1509,1887.6516,2204.3119,2832.9655,1648.3979,2219.4333,2679.674,1897.3035,2536.3624,3191.086234,1887.613974,2204.283144,2832.867265,1648.436938,2219.380964,2679.613833,1897.372793,2536.297475,0.064666382,0.037625614,0.028756161,0.080152009,0.098235139,-0.039038238,0.052335946,0.117954134,0.060166801,-0.069292612,0.064924702,0.112413197
-65.5,-98.7,76.7,134,-72.6,318,3500,3403.7909,2762.0263,2567.6932,3318.4955,2390.4383,2366.7772,2933.7612,2373.4926,2560.6771,3403.868777,2762.117689,2567.671655,3318.59624,2390.51657,2366.686829,2933.858955,2373.560289,2560.545625,-0.077876688,-0.091389102,0.021544529,0.121987349,-0.100740373,-0.078269773,0.090370957,0.156338383,-0.097754573,-0.067688684,0.131475239,0.177266615
-80,-114.4,70.8,165.4,-93.3,24.9,3500,3607.4318,2537.8661,1673.4069,3201.4083,2583.7985,1810.4981,3332.8879,2869.8453,2105.1131,3607.328639,2537.831473,1673.400792,3201.35958,2583.921099,1810.575393,3333.001107,2869.929577,2105.126458,0.10316136,0.034627362,0.00610783,0.108989109,0.048719634,-0.12259933,-0.077293391,0.152900186,-0.113206532,-0.08427749,-0.01335835,0.141763393
-106.5,-98.4,67.2,-153.4,-76.2,179.4,4000,4080.6209,2871.5511,2640.025,4479.949,2709.7092,2629.9244,4352.6716,2412.5482,2344.6282,4080.811579,2871.664014,2640.118343,4480.047282,2709.616684,2629.907149,4352.53271,2412.54178,2344.640318,-0.190678612,-0.112913694,-0.093342585,0.240459297,-0.098281768,0.092516041,0.017251008,0.136073954,0.138889688,0.0064196,-0.012117885,0.139565038
-133.2,-115.5,88.1,-132.3,-77.6,298.1,4000,4992.9722,2493.4733,1978.0092,4593.822,2407.1096,1840.2178,4452.8931,2774.0098,2017.4393,4992.829317,2493.414701,1978.102379,4593.717925,2407.089733,1840.22306,4452.780894,2774.021536,2017.396486,0.1428826,0.05859912,-0.09317874,0.180365107,0.104074717,0.019866506,-0.005260194,0.106084374,0.11220621,-0.011735766,0.042814293,0.120669074
-135.4,-61.9,102.2,-101.3,-74.2,238.6,4000,5301.5834,790.9205,2675.749,4960.5938,836.9918,2416.2297,4911.0222,1242.9233,2552.8578,5301.487562,790.9491135,2675.85946,4960.508456,836.9453962,2416.301025,4910.920499,1242.893755,2552.829516,0.095837599,-0.028613542,-0.110459564,0.149013071,0.085344196,0.046403757,-0.071324777,0.120516241,0.101701315,0.029545296,0.028284404,0.109617925
-28.6,-40.9,66.7,-82.2,99.4,167.1,4000,2006.8572,1603.0399,2372.1592,2205.5957,1272.4589,2179.8337,1944.7332,996.456,2383.9627,2007.000381,1603.085273,2372.182679,2205.631188,1272.441521,2179.88807,1944.685495,996.5242934,2384.015565,-0.143180942,-0.045372896,-0.023479432,0.152022254,-0.035487859,0.017378675,-0.054369921,0.067212312,0.047705496,-0.068293356,-0.052865232,0.09866372
-84.3,-115,99,-12.4,58.4,127.3,4000,4231.8986,2226.0055,2423.1521,4037.92,1923.4454,2185.306,3655.6167,2042.2648,2345.3562,4231.766252,2226.144353,2423.266645,4037.915458,1923.543127,2185.345081,3655.52844,2042.316912,2345.230865,0.132347768,-0.138852528,-0.114544528,0.223419795,0.004541713,-0.097727406,-0.03908107,0.105349908,0.088259689,-0.052112494,0.125334547,0.161908101
-41,-78.6,102.8,95.6,-76.4,119.4,4000,2937.9316,1461.6105,2380.3623,2575.0698,1510.9538,2607.65,2658.6219,1931.7712,2650.2901,2937.998194,1461.735955,2380.2287,2575.118535,1510.97113,2607.489632,2658.58345,1931.804518,2650.236077,-0.066594143,-0.125454604,0.133600035,0.194993864,-0.048735087,-0.017330011,0.160367876,0.168503097,0.03844965,-0.033317659,0.054022892,0.07420859
-22.2,-33.5,66.5,106,-100,208,4000,1670.8534,666.6118,2132.1078,1662.8051,1089.7761,2213.3693,1997.2407,1147.5538,1947.4817,1670.83746,666.4781099,2131.870806,1662.690093,1089.632244,2213.292556,1997.155834,1147.561435,1947.45728,0.015940093,0.13369008,0.2369939,0.27256785,0.115007281,0.143855837,0.076743866,0.199526433,0.084866242,-0.007634607,0.024419707,0.08863909
-8,-44.9,107.9,113.6,-91.2,206.9,4000,2178.0549,227.8886,1270.3847,1974.1979,561.5466,1451.6661,2289.1086,825.4214,1320.9476,2177.984913,227.8282701,1270.202564,1973.991124,561.3619501,1451.571471,2288.855978,825.3728908,1320.999536,0.069987268,0.06032987,0.182136463,0.204234184,0.20677597,0.184649913,0.09462911,0.292927568,0.252622254,0.048509198,-0.051936076,0.262428088
-82.5,-69.2,64.4,160.8,-51.6,23.5,4000,4032.4404,1699.6179,3303.3533,3609.6693,1681.6634,3385.1963,3652.9267,1994.21,3679.0477,4032.291282,1699.551927,3303.439878,3609.528424,1681.791119,3385.344199,3652.971911,1994.351752,3679.12906,0.149117852,0.065973029,-0.086578107,0.184619454,0.140876495,-0.127718588,-0.147899191,0.240899139,-0.045211097,-0.141751594,-0.081359771,0.169578802
-87.7,-108.2,78.6,-167.6,-76.8,123.2,4500,3903.3783,2459.8436,2171.5107,4139.1544,2658.7732,2472.5014,4485.543,2432.4799,2351.2073,3903.372544,2459.867697,2171.575551,4139.287536,2658.67455,2472.527491,4485.55399,2432.289043,2351.120304,0.005756015,-0.024097097,-0.064850978,0.069422267,-0.133135844,0.098649762,-0.026090875,0.167742845,-0.010990259,0.190856627,0.086995693,0.210036398
-146.6,-52.9,85.7,-92.9,-98.7,187.1,4500,6300.2463,1500.199,2582.8345,6086.4476,1169.9174,2406.8625,5848.8751,1446.0899,2176.2822,6300.193115,1500.329693,2582.871811,6086.379682,1170.028064,2406.971503,5848.809658,1446.192004,2176.35334,0.053184543,-0.130692789,-0.037311011,0.145949691,0.067918438,-0.110664478,-0.109003455,0.169532576,0.065441535,-0.102104016,-0.071140205,0.140601399
-127.7,-43.7,104.9,-76.6,-86.2,147.1,4500,5492.0837,858.4763,2979.5476,5315.7593,482.4825,2864.301,5028.1603,691.6727,2620.5461,5492.000604,858.5270719,2979.437338,5315.79509,482.4457801,2864.252697,5028.147569,691.504862,2620.4412,0.083096498,-0.050771863,0.110262138,0.147107271,-0.035789906,0.036719934,0.048302919,0.070444609,0.012730513,0.167837984,0.104899991,0.198332204
-55,-94.7,56,-33.4,83.5,147.3,4500,3906.222,2983.4227,2346.2771,3694.4084,2666.1189,2145.7654,3321.1933,2817.5962,2299.5431,3905.986565,2983.445917,2346.398241,3694.310535,2666.124635,2145.765758,3321.003088,2817.560577,2299.386497,0.235435228,-0.023216541,-0.121141415,0.265789385,0.097864518,-0.005734941,-0.000358067,0.098033064,0.190212405,0.035623298,0.156602839,0.248946234
-70.8,-76.7,30.6,-11.6,95.3,27.5,4500,3657.248,2970.9315,2806.0281,4075.1702,2893.9613,2734.1387,3970.5691,2616.1017,2421.4894,3656.987078,2970.92375,2805.872645,4074.969023,2894.035419,2734.240909,3970.609172,2616.14906,2421.544839,0.2609216,0.007749863,0.155454616,0.303819485,0.201176765,-0.074119429,-0.102208645,0.237512921,-0.040072339,-0.047360385,-0.055438823,0.08320013
-89.6,-91.5,58.4,9.9,79,154.6,4500,4555.3209,2533.4685,2625.8682,4167.0252,2461.6262,2453.1775,3995.3769,2758.1118,2714.9567,4555.204505,2533.708811,2625.99078,4167.020337,2461.741768,2453.115667,3995.170315,2758.251847,2714.72576,0.116395332,-0.240311453,-0.122580041,0.293808329,0.004863298,-0.115567756,0.061832545,0.131159527,0.206585075,-0.140046968,0.230939916,0.340034985
-108,-110.3,88.9,28.8,74.2,199.2,4500,4718.4668,2072.6362,2081.4121,4410.3131,2336.5018,2226.8522,4688.4742,2506.2699,2509.1732,4718.498139,2072.629558,2081.367558,4410.231862,2336.468924,2226.673024,4688.250486,2506.327165,2509.063822,-0.031339179,0.006642271,0.04454195,0.054865738,0.081237616,0.032876018,0.179175639,0.199460002,0.223713782,-0.057265143,0.109378328,0.255520589
-106.8,-114,100.2,30.8,60,128.9,4500,4950.396,2031.4819,2367.9467,4564.4394,1957.2129,2191.1046,4400.7296,2292.7986,2406.6656,4950.431574,2031.582533,2368.030655,4564.557152,1957.151404,2191.074154,4400.650501,2292.720256,2406.526128,-0.035573668,-0.100633077,-0.083954537,0.135797151,-0.117751818,0.061496322,0.030445914,0.136287351,0.079098984,0.078344264,0.139471572,0.178456697
-123.7,-83.4,93.3,75.8,62.3,48.4,4500,5501.6907,1940.1862,3036.3753,5253.1467,1679.7576,2799.3547,4967.8712,1998.809,2747.3111,5501.584873,1940.154403,3036.225761,5253.038922,1679.760003,2799.21469,4967.820875,1998.868456,2747.11913,0.105826617,0.031797299,0.149538524,0.185935772,0.10777831,-0.002402562,0.140010325,0.176705482,0.050324515,-0.05945613,0.191969681,0.207171298
-33.8,-23.1,90.2,77.9,-100,149.3,4500,3092.541,327.0453,2344.2536,2717.0838,270.7224,2548.2554,2619.1093,685.5131,2483.1828,3092.537411,327.2382133,2344.143307,2717.140063,270.7349753,2548.194114,2619.014323,685.5154283,2483.236588,0.003589481,-0.192913251,0.110292504,0.222245008,-0.056262785,-0.012575302,0.061285963,0.084140409,0.094976507,-0.002328323,-0.053787782,0.109174555
-126.4,-45.8,102.4,101.5,82.8,1.4,4500,5472.3924,764.4218,3073.2144,5189.5664,540.5991,2837.2702,5018.4144,908.8838,2692.486,5472.481403,764.3388057,3073.10831,5189.520386,540.7036417,2837.154734,5018.500511,909.0932302,2692.47607,-0.089003297,0.082994343,0.106090432,0.161446052,0.046013762,-0.104541675,0.115465899,0.162414907,-0.08611144,-0.209430153,0.009930318,0.226660055
-83.6,-110.6,96.4,-164.5,-52.9,353.1,5000,4687.0301,2005.0281,2419.7534,4275.8274,2076.5231,2312.2347,4264.2984,2414.4849,2579.7163,4686.872384,2004.9323,2419.709494,4275.681796,2076.644699,2312.323267,4264.399739,2414.573648,2579.844532,0.157716374,0.095800456,0.043905966,0.189683726,0.145603732,-0.121599374,-0.088567448,0.209358657,-0.101338598,-0.088747804,-0.128231641,0.185981284
-86.9,-111.7,82,-162.3,-57.2,243.5,5000,4678.3548,2982.6894,2555.4072,4806.6727,2598.6714,2407.711,4416.4377,2533.8173,2236.2762,4678.537568,2982.621877,2555.409953,4806.647306,2598.565344,2407.623729,4416.334456,2533.938053,2236.247152,-0.182767986,0.067522507,-0.002753376,0.194861507,0.025394091,0.106056081,0.08727071,0.139674368,0.103243656,-0.120753284,0.029048497,0.161506729
-93.5,-105.2,82.7,-151.2,-52,248.4,5000,4896.2657,2838.5635,2803.7929,4905.8801,2447.6033,2622.6842,4498.7899,2498.639,2490.0834,4896.445161,2838.419597,2803.828358,4905.843432,2447.478492,2622.63968,4498.766768,2498.726769,2490.150683,-0.179460782,0.143903477,-0.035457849,0.232748023,0.036668151,0.124808026,0.044519584,0.137490327,0.023132065,-0.087769045,-0.067283256,0.112984664
-128.3,-24.7,99.6,-79.8,-93,210,5000,5794.0255,37.318,2804.7626,5494.3914,148.8439,2515.7442,5603.756,563.3375,2561.8169,5794.051144,37.40050568,2804.848519,5494.379581,148.726847,2515.7887,5603.606345,563.2766973,2561.708584,-0.025644314,-0.082505676,-0.085919333,0.121848058,0.011819457,0.117053032,-0.044500291,0.125783098,0.149654816,0.060802709,0.108315942,0.194488757
-3.6,-95.3,111.3,-77.2,100,219.8,5000,3550.7777,2061.4994,1151.7026,3381.1248,1665.6942,1134.591,3004.5612,1820.6125,1276.3667,3550.808039,2061.394016,1151.757373,3381.091536,1665.595468,1134.577812,3004.550632,1820.541263,1276.357786,-0.030339323,0.10538361,-0.054772634,0.122581488,0.033264463,0.098732208,0.013188494,0.105016712,0.010568046,0.071236728,0.008913765,0.072565903
-21.9,-101,103.8,-64.9,74.3,333.1,5000,3214.4616,1734.2398,1644.1292,3066.0691,2094.2352,1828.8592,3468.7458,2245.5084,1858.2929,3214.434426,1734.262113,1644.201721,3066.023689,2094.279183,1828.912097,3468.690321,2245.544227,1858.409777,0.027174362,-0.022313025,-0.072520963,0.08059533,0.045411134,-0.043983158,-0.052897082,0.08243052,0.055478504,-0.035826723,-0.11687701,0.134244754
-40.2,-89.9,71.9,-49.9,73.2,160.6,5000,3763.6513,2632.3576,2389.5058,3635.3604,2269.3312,2195.829,3226.7449,2356.5938,2302.2017,3763.590505,2632.471368,2389.552752,3635.32447,2269.460122,2195.837722,3226.692816,2356.732536,2302.113839,0.060794564,-0.113767696,-0.046951502,0.13727167,0.03593029,-0.128922303,-0.008722261,0.134119439,0.052084456,-0.138736489,0.087861479,0.172279551
-92.3,-82,55.7,24.2,72.9,28.2,5000,4615.1442,2725.0263,3135.2303,4933.518,2450.2006,3041.0947,4689.7227,2272.8428,2732.882,4614.91097,2724.952453,3135.064901,4933.383009,2450.178743,3041.110115,4689.772984,2272.721902,2732.801866,0.233229761,0.073847323,0.165398987,0.295307252,0.134991006,0.021856727,-0.015415324,0.137615117,-0.050283946,0.120898483,0.080134266,0.153513579
-126.8,-93.2,89.9,74.7,76.8,10.3,5000,5698.0168,2577.6216,2718.5389,5743.335,2160.3147,2620.7949,5403.4307,2184.9217,2356.6851,5698.008963,2577.724503,2718.366832,5743.376156,2160.398974,2620.700827,5403.501107,2184.924936,2356.552419,0.007836553,-0.10290251,0.172068065,0.200643358,-0.041155527,-0.084273612,0.094073425,0.132836849,-0.070407464,-0.0032363,0.132680575,0.150239208
-21.7,-34.3,113.3,81.5,-86.2,170.6,5000,3483.108,101.3809,1843.0933,3062.9891,111.7163,1938.7076,3076.37,542.4459,1952.4367,3483.084086,101.478864,1843.056249,3062.950787,111.5890697,1938.648384,3076.11493,542.3168323,1952.464748,0.023913607,-0.097963999,0.037050925,0.10743173,0.038312726,0.127230255,0.05921638,0.145471586,0.255070376,0.129067741,-0.028048137,0.28723871
-22.8,-64.2,111.2,91,-82.6,6.5,5000,3208.1604,1394.6712,2013.0559,3461.2867,1068.0285,1890.5688,3140.3696,790.3551,1966.7046,3208.033766,1394.698944,2013.039056,3461.281656,1068.195692,1890.499387,3140.467539,790.3742622,1966.552795,0.126633994,-0.027743678,0.016844398,0.13072725,0.005044069,-0.167191636,0.069412821,0.181098386,-0.09793878,-0.019162219,0.151805228,0.181670093
-11.1,-62.7,91.5,104,-88.7,212.7,5000,2498.0669,1174.6981,1591.1314,2549.604,1593.9834,1676.638,2959.9103,1570.4753,1546.2538,2498.040528,1174.618256,1590.937358,2549.505261,1593.881747,1676.522664,2959.819797,1570.459829,1546.195441,0.026371636,0.079843766,0.194041525,0.211477194,0.098738985,0.101652818,0.11533633,0.18271604,0.090503457,0.015471086,0.058358627,0.108793196
-5,-99.5,94.2,104.4,-93.5,182.6,5000,2978.6023,2217.9061,1242.3346,3044.5661,2631.4898,1344.0321,3467.3656,2580.9771,1276.3487,2978.471194,2217.840664,1242.182555,3044.549993,2631.405628,1343.944435,3467.344886,2580.852516,1276.272633,0.131105886,0.065436152,0.152045063,0.211159524,0.016107162,0.084172197,0.087664564,0.12259476,0.020714435,0.124583892,0.076066942,0.147432743
-24.6,-88.2,103.4,113.5,-76.5,84,5000,3526.5464,1541.9354,1776.6739,3115.7648,1430.3975,1844.1742,3048.9964,1801.553,2053.1781,3526.48302,1541.975354,1776.639237,3115.678994,1430.414222,1844.066319,3048.848268,1801.545538,2053.088709,0.063380319,-0.039954254,0.034662898,0.082552551,0.085805812,-0.01672222,0.107880772,0.138854352,0.148132319,0.007462102,0.089391454,0.173175341
-43.8,-111.1,93.5,144.9,-75.1,40.8,5000,4116.6516,2066.3209,1829.6627,3687.89,2025.8478,1812.9117,3646.4521,2340.1399,2105.1463,4116.521455,2066.191623,1829.642843,3687.751054,2025.827746,1812.923399,3646.432974,2340.116504,2105.168007,0.130145108,0.12927665,0.019857229,0.184511547,0.138946226,0.020054318,-0.011698515,0.140872583,0.019126392,0.02339593,-0.021706943,0.037207255
-67.6,-77.8,35.2,166.7,-84.4,1.3,5000,4405.4783,2757.1122,2675.1024,3989.7305,2691.2939,2582.467,3879.3384,3012.7617,2847.7463,4405.401337,2757.065604,2675.00324,3989.627158,2691.434606,2582.394028,3879.436351,3012.934935,2847.697811,0.076962776,0.04659619,0.099160034,0.133892442,0.103342432,-0.140705608,0.072971534,0.189215674,-0.097950524,-0.173234761,0.04848924,0.204831135
-67,-103.4,94.2,-170.5,-38.1,147.2,5500,4027.7583,2316.92,2472.2263,4336.2017,2459.7048,2737.2307,4571.9391,2108.8174,2652.4666,4027.77288,2317.1686,2472.300629,4336.377978,2459.680862,2737.263406,4571.867108,2108.649291,2652.336765,-0.014580457,-0.24859973,-0.074329497,0.259883223,-0.17627767,0.02393816,-0.032706338,0.180877188,0.071992156,0.168108521,0.12983458,0.224277426
-103,-88.1,57.1,-131.1,-77.9,164.8,5500,5109.8936,3115.397,2715.5337,5449.4518,2917.1685,2892.1282,5396.7317,2585.3635,2621.8905,5109.908777,3115.456267,2715.491019,5449.332153,2917.057936,2892.081247,5396.483265,2585.332149,2621.792718,-0.015177184,-0.05926654,0.042681328,0.074596015,0.119647288,0.110563957,0.046953369,0.169541974,0.248434794,0.031350821,0.097782351,0.268819845
-40,-104.4,113.1,-72.9,45.7,170.9,5500,4179.4718,2133.0885,2347.1723,4214.5257,1724.9845,2213.0763,3785.7263,1700.1089,2175.589,4179.603222,2133.18845,2347.223494,4214.579163,1725.0776,2213.144758,3785.774639,1700.282695,2175.676861,-0.131422388,-0.099949621,-0.051194282,0.172865917,-0.053462855,-0.09310037,-0.068458214,0.127328248,-0.048338706,-0.173795191,-0.087860511,0.200651111
-50.8,-117,103.8,-18.6,55.5,252.6,5500,4315.4131,1836.5494,1833.0727,3980.4234,2088.5262,1933.1914,4227.6268,2307.7062,2210.2253,4315.462586,1836.528175,1833.038785,3980.353327,2088.445948,1932.996038,4227.395481,2307.688547,2210.11291,-0.049486057,0.021225226,0.033915285,0.063636677,0.070073105,0.080251664,0.195361572,0.222523513,0.23131875,0.017652887,0.112390386,0.257782054
-60.4,-105.8,82.8,-12.1,73.1,208.8,5500,4722.5616,2131.0865,2060.5311,4296.2696,2190.172,2037.4642,4316.997,2469.8651,2364.9262,4722.536491,2131.032731,2060.498948,4296.244436,2190.085134,2037.264405,4316.802074,2469.78291,2364.735392,0.025108811,0.053768876,0.032151579,0.067492729,0.025163709,0.086866095,0.199794682,0.219309931,0.194926476,0.082190227,0.190808308,0.284884845
